,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BedroomRatio,AvgRoomSize,GarageScore,OverallScore,ExterScore,BsmtScore1,BsmtScore2,KitchenScore,FireplaceScore,PoolScore,BsmtFin1Score,BsmtFin2Score,TotFlrSF,TotBath,TotBsmtBath,TotCombBath,TotSF
1092,50,RL,60.0,8400,2,0,4,3,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,3,423,1,0,758,1181,GasA,2,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,8,1,4,Detchd,1925.0,1,2,576,3,3,2,342,0,128,0,0,0,0,0,none,0,6,2008,WD,Normal,11.824087219587643,0.5714285714285714,242.0,9,30,9,9,9,3,4,0,1269,1269,1694,2.0,0.0,2.0,2875
1093,20,RL,71.0,9230,2,0,4,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,2,6,661,1,0,203,864,GasA,4,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,4,6,8,0,0,Detchd,1977.0,1,2,884,3,3,2,0,64,0,0,0,0,0,3,none,0,10,2006,WD,Normal,11.891368749982085,0.16666666666666666,200.0,9,40,9,9,18,4,0,0,3966,3966,1200,1.5,1.0,2.5,2064
1094,20,RL,74.0,5868,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,248,3,240,448,936,GasA,5,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0,Attchd,1956.0,3,1,308,3,3,2,0,0,80,0,160,0,0,0,none,0,5,2010,WD,Normal,11.767575435251748,0.5,234.0,9,35,9,9,9,3,0,0,992,992,936,1.0,1.0,2.0,1872
1095,20,RL,78.0,9317,2,0,3,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24,1,0,1290,1314,GasA,4,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,4,Attchd,2006.0,2,2,440,3,3,2,0,22,0,0,0,0,0,0,none,0,3,2007,WD,Normal,12.080696479888445,0.5,219.0,9,30,12,12,12,4,4,0,144,144,1314,2.0,0.0,2.0,2628
1096,70,RM,60.0,6882,2,0,4,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,684,684,GasA,3,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,4,7,8,0,0,none,0.0,0,0,0,0,0,2,136,0,115,0,0,0,0,0,none,0,3,2007,WD,Normal,11.751950239425476,0.42857142857142855,193.57142857142858,0,42,9,9,9,4,0,0,0,0,1355,1.5,0.0,1.5,2039
1097,120,RL,69.0,3696,2,0,4,4,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,1,1,0,1,0,1074,1074,GasA,5,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,4,5,8,0,0,Attchd,1987.0,2,2,461,3,3,2,0,74,137,0,0,0,0,0,none,0,10,2007,WD,Normal,12.04355959836804,0.4,217.6,9,40,12,12,12,4,0,0,0,0,1088,1.5,0.0,1.5,2162
1098,50,RM,50.0,6000,2,0,4,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,4,672,1,0,0,672,GasA,3,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,3,6,8,0,0,Detchd,1936.0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,none,0,7,2009,WD,Normal,11.759793355371237,0.5,220.66666666666666,9,24,9,9,9,3,0,0,2688,2688,1324,1.0,0.0,1.0,1996
1099,20,RL,82.0,11880,2,0,3,4,4,Inside,3,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4,3,1,5,704,1,0,567,1271,GasA,3,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,3,7,8,1,3,Attchd,1978.0,2,2,478,3,3,2,0,0,0,0,0,0,0,0,none,0,4,2009,COD,Abnorml,11.964007453736912,0.42857142857142855,228.71428571428572,9,35,9,12,12,3,3,0,3520,3520,1601,2.0,0.0,2.0,2872
1100,30,RL,60.0,8400,2,0,4,3,4,Inside,3,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290,1,0,0,290,GasA,3,N,FuseF,438,0,0,438,0,0,1,0,1,1,2,3,8,0,0,Detchd,1930.0,1,1,246,3,3,0,0,0,0,0,0,0,0,0,none,0,1,2009,WD,Normal,11.002116507732017,0.3333333333333333,146.0,9,10,9,6,6,2,0,0,870,870,438,1.0,0.0,1.0,728
1101,20,RL,61.0,9758,2,0,3,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,412,2,287,251,950,GasA,3,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,3,5,8,0,0,Detchd,1981.0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,none,0,7,2007,WD,Normal,11.691080018519527,0.6,190.0,9,25,9,9,9,3,0,0,1648,1648,950,1.0,0.0,1.0,1900
1102,20,RL,70.0,7000,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,1,3,588,1,0,422,1010,GasA,5,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,8,0,0,Attchd,1960.0,2,1,254,3,3,2,0,16,0,0,0,0,0,1,none,0,4,2007,WD,Family,11.813037464800539,0.3333333333333333,189.0,9,35,9,9,9,3,0,0,1764,1764,1134,1.0,0.0,1.0,2144
1103,20,RL,79.0,8910,2,0,4,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,2,5,655,1,0,0,655,GasA,5,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,8,1,2,BuiltIn,1954.0,3,2,539,3,3,2,0,0,192,0,0,0,0,0,none,0,7,2006,WD,Normal,11.979805470779858,0.5,199.0,9,36,9,9,18,3,2,0,3275,3275,1194,1.0,0.5,1.5,1849
1104,160,RM,24.0,2016,2,0,4,4,4,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,1,1,0,1,0,630,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0,Detchd,1970.0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,none,0,4,2007,WD,Normal,11.571203807011969,0.5,217.0,9,25,9,9,9,3,0,0,0,0,1302,2.5,0.0,2.5,1932
1105,60,RL,98.0,12256,2,0,3,4,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,3,6,1032,1,0,431,1463,GasA,5,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,4,9,8,2,3,Attchd,1994.0,2,2,712,3,3,2,186,32,0,0,0,0,0,0,none,0,4,2010,WD,Normal,12.691583538230217,0.3333333333333333,291.3333333333333,9,40,12,15,45,4,6,0,6192,6192,2622,2.5,1.0,3.5,4085
1106,20,RL,114.0,10357,2,0,3,4,4,Corner,3,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,2,6,738,1,0,172,910,GasA,4,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,4,6,8,1,3,Attchd,1990.0,3,2,719,3,3,2,0,244,0,0,0,0,0,0,none,0,5,2007,WD,Normal,12.100161978566867,0.5,240.33333333333334,9,35,12,12,24,4,3,0,4428,4428,1442,2.0,1.0,3.0,2352
1107,60,RL,168.0,23257,2,0,1,2,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,1,1,0,1,0,868,868,GasA,5,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,4,9,8,1,4,BuiltIn,2006.0,2,2,422,3,3,2,0,100,0,0,0,0,0,0,none,0,9,2006,New,Partial,12.52352951631214,0.3333333333333333,224.55555555555554,9,35,12,20,20,4,4,0,0,0,2021,2.5,0.0,2.5,2889
1108,60,RL,69.0,8063,2,0,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,924,924,GasA,5,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,3,7,8,1,3,Attchd,2000.0,2,2,463,3,3,2,100,48,0,0,0,0,0,0,none,0,11,2007,WD,Abnorml,12.10625783509458,0.42857142857142855,241.42857142857142,9,30,9,12,12,3,3,0,0,0,1690,2.5,0.0,2.5,2614
1109,20,RL,107.0,11362,2,0,3,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,2,6,1039,1,0,797,1836,GasA,5,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,4,Attchd,2004.0,3,3,862,3,3,2,125,185,0,0,0,0,0,0,none,0,3,2009,WD,Normal,12.54254845357358,0.42857142857142855,262.2857142857143,9,40,12,15,30,4,4,0,6234,6234,1836,2.0,1.0,3.0,3672
1110,60,RL,69.0,8000,2,0,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,6,219,1,0,554,773,GasA,4,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,3,8,8,1,3,Attchd,1995.0,3,2,431,3,3,2,224,84,0,0,0,0,0,0,none,0,6,2008,WD,Normal,12.144202560946876,0.375,207.25,9,30,9,12,12,3,3,0,1314,1314,1658,2.5,1.0,3.5,2431
1111,60,RL,80.0,10480,2,0,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,1,5,403,1,0,400,803,GasA,3,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,3,8,8,1,4,Attchd,1976.0,2,2,483,3,3,2,0,69,0,0,0,0,0,0,none,0,9,2008,WD,Normal,12.230770136157428,0.5,245.5,9,42,9,9,9,3,4,0,2015,2015,1964,2.5,0.0,2.5,2767
1112,20,RL,73.0,7100,2,0,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,6,708,1,0,108,816,GasA,3,Y,FuseA,816,0,0,816,1,0,1,0,2,1,3,5,8,0,0,Detchd,1957.0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,none,0,7,2006,WD,Normal,11.774527900858468,0.4,163.2,9,35,9,9,9,3,0,0,4248,4248,816,1.0,1.0,2.0,1632
1113,20,RL,66.0,8923,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,643,1,0,365,1008,GasA,4,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,4,6,8,0,0,Attchd,1953.0,1,1,240,3,3,2,0,18,0,0,0,0,0,0,none,0,5,2007,WD,Normal,11.80932691294063,0.3333333333333333,168.0,9,35,9,9,9,4,0,0,2572,2572,1008,1.0,1.0,2.0,2016
1114,20,RL,90.0,5400,2,0,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,415,1,0,418,833,GasA,5,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,4,4,8,0,0,Detchd,1955.0,1,1,326,3,3,2,0,0,0,0,0,0,0,3,none,0,8,2006,WD,Normal,11.669937760751914,0.5,208.25,9,35,12,9,9,4,0,0,1245,1245,833,1.0,0.0,1.0,1666
1115,20,RL,93.0,12085,2,0,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,1,6,1004,1,0,730,1734,GasA,5,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,5,7,8,1,4,Attchd,2007.0,2,3,928,3,3,2,0,0,0,0,0,0,0,0,none,0,11,2007,New,Partial,12.669809806411457,0.42857142857142855,247.71428571428572,9,40,12,15,15,5,4,0,6024,6024,1734,2.0,1.0,3.0,3468
1116,80,RL,69.0,7750,2,0,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,353,1,0,55,408,GasA,5,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,4,7,8,1,3,BuiltIn,2002.0,3,2,527,3,3,2,120,0,0,0,0,0,0,0,none,0,3,2009,WD,Normal,12.123239799036943,0.42857142857142855,202.71428571428572,9,40,12,12,12,4,3,0,2118,2118,1419,2.5,1.0,3.5,1827
1117,20,RL,57.0,9764,2,0,3,4,4,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,702,1,0,192,894,GasA,5,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,4,5,8,0,0,Attchd,1967.0,2,2,450,3,3,2,0,0,0,0,0,0,0,0,none,0,5,2008,WD,Normal,11.775297421715827,0.6,178.8,9,35,9,9,9,4,0,0,2808,2808,894,1.0,1.0,2.0,1788
1118,80,RL,85.0,13825,2,0,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,533,533,GasA,3,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,3,6,6,0,0,BuiltIn,1958.0,2,1,300,3,3,2,280,34,0,0,0,0,0,0,none,0,12,2008,WD,Normal,11.849404844423074,0.5,266.8333333333333,9,30,12,9,9,3,0,0,0,0,1601,1.0,0.5,1.5,2134
1119,20,RL,70.0,7560,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,369,1,0,671,1040,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,2,1,286,3,3,2,140,0,252,0,0,0,0,2,none,0,7,2006,WD,Normal,11.803361242493628,0.5,173.33333333333334,9,25,9,9,9,3,0,0,738,738,1040,1.0,0.0,1.0,2080
1120,30,RM,59.0,8263,2,0,4,3,4,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,1012,1012,GasA,3,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,4,Detchd,1920.0,1,1,308,3,3,2,0,22,112,0,0,0,0,3,none,0,5,2007,WD,Normal,11.681832447342321,0.3333333333333333,168.66666666666666,9,30,9,9,9,3,4,0,0,0,1012,1.0,0.0,1.0,2024
1121,20,RL,84.0,10084,2,0,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,3,6,24,1,0,1528,1552,GasA,5,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,4,7,8,0,0,Attchd,2005.0,2,3,782,3,3,2,144,20,0,0,0,0,0,0,none,0,7,2006,New,Partial,12.268582547911404,0.42857142857142855,221.71428571428572,9,35,12,12,36,4,0,0,144,144,1552,2.0,0.0,2.0,3104
1122,20,RL,69.0,8926,2,0,3,4,4,Corner,3,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,672,672,GasA,5,Y,FuseA,960,0,0,960,0,0,1,0,3,1,3,5,8,0,0,Basment,1956.0,1,1,288,3,3,2,64,0,0,0,160,0,0,3,none,0,10,2009,COD,Abnorml,11.626263078808801,0.6,192.0,9,12,9,9,9,3,0,0,0,0,960,1.0,0.0,1.0,1632
1123,20,RL,50.0,9405,2,0,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,1,1,0,1,0,698,698,GasA,5,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,3,4,8,0,0,none,0.0,0,0,0,0,0,2,0,200,0,0,0,0,0,0,none,0,6,2009,WD,Normal,11.678448377988165,0.5,174.5,0,45,15,9,9,3,0,0,0,0,698,1.0,0.5,1.5,1396
1124,80,RL,69.0,9125,2,0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,4,7,8,1,3,Attchd,1992.0,3,2,392,3,3,2,100,25,0,0,0,0,0,0,none,0,7,2007,WD,Normal,12.007017865994577,0.42857142857142855,211.71428571428572,9,35,9,12,12,4,3,0,0,0,1482,2.5,0.0,2.5,1866
1125,20,RL,60.0,10434,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1005,1005,GasA,3,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,2,5,8,1,3,Detchd,1977.0,1,2,672,2,2,2,0,0,0,0,0,0,0,0,none,0,11,2009,WD,Normal,11.652696102959753,0.4,201.0,4,20,9,9,9,2,3,0,0,0,1005,1.0,0.0,1.0,2010
1126,120,RL,53.0,3684,2,0,4,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,1,0,1,0,1373,1373,GasA,5,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3,Attchd,2007.0,3,3,660,3,3,2,143,20,0,0,0,0,0,0,none,0,6,2009,WD,Normal,12.066816325306588,0.2857142857142857,222.14285714285714,9,35,12,12,12,4,3,0,0,0,1555,2.0,0.0,2.0,2928
1127,20,RL,182.0,14572,2,0,1,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,1300,1,0,230,1530,GasA,5,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,4,Attchd,2004.0,3,3,630,3,3,2,144,36,0,0,0,0,0,0,none,0,11,2007,WD,Family,12.464587201678082,0.42857142857142855,218.57142857142858,9,35,12,12,36,4,4,0,7800,7800,1530,2.0,1.0,3.0,3060
1128,60,RL,59.0,11796,2,0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0,1,0,847,847,GasA,5,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,4,8,8,1,4,BuiltIn,2004.0,3,2,434,3,3,2,100,48,0,0,0,0,0,0,none,0,7,2007,WD,Normal,12.278397958261774,0.5,244.875,9,35,12,12,36,4,4,0,0,0,1959,2.5,0.0,2.5,2806
1129,90,RM,60.0,7200,2,1,4,4,4,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,4,6,936,1,0,0,936,GasA,3,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,8,0,0,Detchd,1980.0,1,2,672,3,3,2,49,0,0,0,0,0,0,0,none,0,8,2007,WD,Normal,11.849404844423074,0.5,234.0,9,25,9,12,48,3,0,0,5616,5616,936,1.0,1.0,2.0,1872
1130,50,RL,65.0,7804,2,0,4,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3,3,1,4,622,1,0,500,1122,GasA,3,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,4,7,6,2,3,Detchd,1981.0,1,2,576,3,3,2,431,44,0,0,0,0,0,3,none,0,12,2009,WD,Normal,11.813037464800539,0.5714285714285714,283.0,9,12,9,9,9,4,6,0,2488,2488,1981,2.0,1.0,3.0,3103
1131,20,RL,63.0,10712,2,0,4,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,2,4,212,1,0,762,974,GasA,3,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,3,5,8,0,0,none,0.0,0,0,0,0,0,2,0,28,0,0,0,0,0,3,none,0,9,2007,Oth,Abnorml,11.44572741040675,0.6,194.8,0,25,9,12,24,3,0,0,848,848,974,1.0,0.0,1.0,1948
1132,70,RM,90.0,9900,2,0,4,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0,1,0,1008,1008,GasW,3,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,2,8,8,0,0,Detchd,1930.0,1,1,205,2,3,0,0,48,0,0,0,0,0,0,none,0,5,2007,WD,Normal,11.674202123168433,0.625,276.25,6,24,9,9,18,2,0,0,0,0,2210,2.0,0.0,2.0,3218
1133,60,RL,80.0,9828,2,0,3,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,584,1,0,544,1128,GasA,5,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,4,8,8,1,3,Attchd,1995.0,2,2,466,3,3,2,0,155,0,0,0,0,0,0,none,0,6,2009,WD,Normal,12.386312871189734,0.375,252.5,9,40,12,12,12,4,3,0,3504,3504,2020,2.5,0.0,2.5,3148
1134,60,RL,57.0,8773,2,0,3,2,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,1,0,1,0,916,916,GasA,4,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,3,7,8,1,3,Attchd,1997.0,3,2,460,3,3,2,100,38,0,0,0,0,0,0,none,0,8,2007,WD,Normal,12.037659911047468,0.42857142857142855,228.57142857142858,9,30,9,12,36,3,3,0,0,0,1600,2.5,0.0,2.5,2516
1135,30,RM,60.0,6180,2,0,4,4,4,Corner,3,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,960,960,GasA,3,N,SBrkr,986,0,0,986,0,0,1,0,2,1,3,5,8,1,4,Detchd,1926.0,1,1,180,3,3,2,0,128,0,0,0,0,0,0,none,0,5,2007,WD,Normal,11.532737896139919,0.4,197.2,9,30,9,9,9,3,4,0,0,0,986,1.0,0.0,1.0,1946
1136,50,RL,80.0,9600,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,280,1,0,752,1032,GasA,3,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,3,6,8,0,0,Attchd,1950.0,1,1,288,3,3,2,0,0,96,0,0,0,0,0,none,0,4,2008,WD,Abnorml,11.686887175419702,0.5,208.66666666666666,9,30,9,9,9,3,0,0,1120,1120,1252,1.0,0.0,1.0,2284
1137,50,RL,54.0,6342,2,0,4,4,4,Inside,3,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,1,0,1,0,780,780,GasA,4,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,3,6,8,0,0,none,0.0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,none,0,5,2010,WD,Normal,11.451060699493427,0.3333333333333333,170.0,0,40,12,9,9,3,0,0,0,0,1020,1.0,0.0,1.0,1800
1138,20,RL,69.0,9819,2,0,3,4,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,4,5,1567,1,0,0,1567,GasA,3,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,4,5,8,2,3,Attchd,1977.0,2,2,714,3,3,2,264,32,0,0,0,0,0,0,none,0,5,2009,WD,Normal,12.185875040240456,0.4,313.4,9,30,9,9,36,4,6,0,7835,7835,1567,2.0,1.0,3.0,3134
